,CAF-62T-IgA_TPM,CAF-97T-IgA_TPM,CAF_73T_IgA_TPM,CAF_98T_IgA_TPM
960,244.169877,396.224926,457.194834,360.854621
961,58.685374,39.31271,37.5261,43.087851
962,0,0,0,0.266615
963,0.029932,0,0,0.237989
965,14.153229,10.612007,13.284851,29.066507
966,663.160511,461.084714,484.827044,458.150916
967,2411.977982,1810.025194,2091.872597,1803.563006
968,214.631142,233.636869,176.02369,118.814997
969,0,0,0,0
970,0.395344,0,0.404777,0.121991
971,2.772131,1.573719,1.353195,1.144122
972,1.885614,0.001662,0.81044,5.307914
973,0.436629,0.943459,0.890938,0.380524
974,3.048117,2.190906,2.044464,3.34467
975,339.18824,770.780364,846.350708,634.862098
976,13.585698,73.106173,52.432528,50.34525
977,502.984732,893.533292,780.335189,611.540906
978,8.014398,8.851669,1.856087,3.064093
983,13.194913,39.614632,16.419559,60.476005
984,17.948364,41.545883,28.214003,35.257784
987,10.655992,9.196957,10.897973,9.719147
988,25.773264,19.623226,20.213251,26.370373
989,441.556413,235.238324,162.147028,286.188546
990,3.146947,11.64785,5.673825,10.986209
991,2.544109,62.189209,15.579336,44.501705
993,0.734561,2.4029,1.330012,2.962438
994,75.255494,81.492836,52.080632,84.275404
995,1.976448,4.888811,3.081893,9.76205
996,53.754125,46.102131,51.150233,56.065377
997,32.425845,78.300803,65.987286,56.722424
998,61.03346,58.082695,61.372164,70.723149
999,0,0.09916,0.051827,0.100928
1000,12.324764,43.422145,178.866668,208.121472
1001,0.0166,0.027073,0.055277,0.043011
1002,0.337639,2.65258,1.773947,0.982524
1003,0,0,4.611258,0.711166
1004,18.092731,34.159493,62.399613,37.123489
1005,0,0,0,0
1006,0,0,0.05008,0.012235
1007,0,0,0,0
1008,1.163848,0.4263,0.888957,1.085883
1009,47.600833,118.5003,110.029429,148.010234
1010,0,0,0,0
1011,0,0,0.010625,0
1012,154.217242,119.702982,176.708046,201.64463
1013,0.112717,0.614799,0.535653,0.066702
1014,0,0,0,0
1015,0.180638,0,0.061122,0
1016,0.105697,0,0.064266,0.049293
1017,15.63352,46.846608,22.002226,31.059565
1018,0.015033,0.328778,0,0.53431
1019,230.244522,167.66275,181.601883,247.749313
1020,33.399218,53.569347,44.204256,45.903573
1021,19.029724,19.550581,26.445091,33.808284
1022,72.515549,66.429251,66.554153,73.519042
1024,12.542625,13.802613,14.812353,13.373202
1025,18.890348,52.221855,45.844582,36.158409
1026,419.475588,1001.943584,1065.225382,1159.152452
1027,44.243847,76.947044,26.276146,43.593716
1028,2.555678,8.267037,1.598072,2.405755
1029,79.654944,17.078557,108.451384,55.054955
1030,18.090947,11.096862,23.989976,49.28058
1031,52.127896,42.674515,15.990192,23.454486
1032,7.481374,19.86337,12.238121,15.195557
1033,12.059663,37.651056,11.331534,58.523362
1036,0.381944,0.303398,0.53707,0.52149
1038,0,0,0,0
1039,34.335439,48.190287,43.308578,39.320734
1040,0.06969,0.051731,0.204058,0.159186
1041,0.437162,0,0,0
1043,0.797594,0,0,0
1044,1.537003,0.659466,0,0.366001
1045,0,0,0,0
1046,0,0,0,0
1047,0.135347,0.056994,0.661929,2.485156
1048,0,0,0,0
1050,0.055344,0.015321,0.103897,0
1051,69.228444,107.651337,191.297518,88.532453
1052,70.598526,71.209839,90.580177,76.810783
1053,0,0,0,0
1054,28.064309,13.898158,24.680555,31.803001
1056,0.885438,0.678124,0.541879,0.658366
1057,0.24477,0.314417,0.317513,0.259519
1058,1.781615,7.960254,3.172702,12.018045
1059,45.321083,100.995468,104.73996,88.355225
1060,12.089332,5.422844,6.298869,8.91353
1061,0.027663,0.011944,0,0
1062,4.096296,3.675461,3.65802,13.57613
1063,7.829489,9.697987,9.891983,35.183248
1066,0.037438,0.463592,0,3.527454
1068,0,0,0,0
1069,102.350548,66.096481,81.020691,90.860802
1070,14.462545,14.344352,6.735788,12.830703
1071,1.288355,1.635554,6.211368,2.20186
1072,593.314331,1369.348145,1195.88623,1102.435425
1073,109.112817,79.24051,72.430629,89.234725
1074,0.396448,0.769035,0.273829,1.012745
1075,75.253233,55.926436,92.533002,73.801771
1080,0,0,0,0
1081,3.849701,3.733313,3.5676,0.474413
1082,0.039896,0,0,0.032411
1084,0,0,0,0
1087,0,0,0,0
1088,0,0,0,0
1089,0,0,0,0
1091,0,0,0,0
1101,0,0,0,0
1102,26.986703,9.910116,13.184032,14.043226
1103,0,0,0.016145,0
1104,24.090364,47.980353,34.123175,48.179305
1105,12.635792,10.272804,13.795042,14.951052
1106,29.058333,20.969238,30.319869,32.631578
1107,52.604921,73.432415,57.558158,60.635413
1108,50.311433,96.38357,71.73418,82.496296
1109,0,0,0,0
1111,13.467472,12.557043,10.67821,14.092657
1112,26.734045,26.481861,21.248586,22.299051
1113,0,0,0,0
1114,0.114125,0,0.378287,0.96154
1116,0,0,0.378991,15.219872
1117,1.159419,0,0,0.856524
1118,0,0,0,0
1119,5.828775,8.6778,11.256908,10.087702
1120,26.48764,33.290226,20.704191,28.93914
1121,24.829191,22.886674,19.714233,21.511611
1122,2.86164,1.662588,1.582588,2.248787
1123,37.820908,27.250754,17.373922,12.416336
1124,6.004281,4.212203,2.389891,6.253632
1128,0,0,0,0
1129,176.00854,115.948983,39.034741,25.264524
1130,27.516055,8.935108,10.718167,13.074691
1131,0,0,0,0.013705
1132,0.023835,0.125838,0.210925,0.104867
1133,0.013715,0.02779,0,0.061105
1134,0.608054,0.269956,0.125374,0
1135,0,0,0,0
1136,0.059327,0,0,0
1137,0,0,0,0
1138,0.08038,0.155651,0.148631,0.466773
1139,0.008712,0.031872,0.154918,0.022954
1140,6.734697,11.905334,5.875152,6.217124
1141,0.028522,0.061778,0.061881,0.02087
1142,0.081613,0,0,0.025841
1143,0,0,0,0
1144,0,0,0,0
1145,0.801914,0.147118,0,0.223161
1146,0,0,0,0
1147,26.712215,20.918766,21.746883,28.399015
1149,0,0,0,0
1152,13.993621,41.263506,13.895991,17.834116
1153,115.315117,87.970512,74.022844,89.236085
1154,0.612061,1.416241,0.14739,0.346148
1155,101.388949,155.407802,151.363395,148.256092
1157,0,0,0,0
1158,0,0,0,0.123061
1159,0,0,0,0
1160,1.639868,2.020476,2.141231,1.795449
1161,7.453278,3.146403,2.901098,4.372118
1163,43.130014,82.646474,64.163278,138.073162
1164,71.580688,115.933189,88.196877,153.200317
1173,324.432819,708.220661,653.473964,588.367216
1174,95.290535,100.933815,133.72435,119.61573
1175,171.515329,297.117888,300.61368,278.593685
1176,236.491269,137.105116,130.106721,198.434415
1178,0,0,0,0
1179,0,0,0,0.035974
1180,0,0,0,0
1181,1.77958,3.116594,1.690707,2.710922
1182,58.601754,32.093756,41.444636,57.900694
1183,0.103006,1.141374,1.667437,2.852175
1184,2.451384,3.767654,3.823973,5.944452
1185,12.39072,12.689314,17.042741,23.577245
1186,22.190182,48.541395,70.389736,50.671788
1187,0,0.298513,0.123378,0.101098
1188,0.065974,0.16777,0,0.133569
1191,70.107049,102.385804,29.707369,45.892404
1192,450.933624,709.598255,765.964584,742.746826
1193,10.824256,0.592331,2.186213,1.195129
1195,149.966534,74.630359,63.467859,82.260352
1196,18.477999,22.891144,14.120125,22.940561
1197,0,0,0,0
1198,18.675741,34.155248,28.788304,25.698858
1200,74.710861,115.737206,148.489151,154.57074
1201,28.022102,53.493223,44.717287,42.058748
1203,23.349231,13.23753,18.423398,18.088891
1204,0,0,0,0
1207,55.564127,39.872701,34.317699,56.915302
1208,0,0,0,0
1209,49.93819,161.077531,142.105393,103.395828
1211,234.853895,277.16539,412.37277,360.804276
1212,120.22275,191.213844,168.433988,135.965423
1213,84.710874,151.992153,214.574401,167.076457
1215,0,0,0,0
1230,1.170149,0,0,0.227729
1232,0.026226,0,0,0
1233,0.070994,0,0,0.226146
1234,0,0,0,0
1235,0,0,0,0
1236,0.081735,0.13112,0.269608,0
1237,0,0,0,0
1238,0.13643,0.188203,0,0.088876
1240,0.097063,0.023925,0,0.211704
1241,3.557203,2.79738,3.715534,4.56188
1244,0.809304,1.374465,1.110379,0.336714
1258,0,0,0,0.028207
1259,0,0,0.242324,0
1260,0,0,0,0
1261,0.063152,0,0.491324,0.051467
1262,0.071017,0,0.166235,0.25832
1263,9.189135,15.428292,40.525015,36.00959
1264,19.092858,155.071437,31.673949,80.092476
1265,89.603063,234.247737,140.972858,125.621135
1266,351.144758,385.09519,389.522097,423.476057
1267,33.973735,62.843758,61.67709,50.668942
1268,0.023073,0,0,0.009964
1269,0,0.084302,0.057026,0
1270,0.840769,0.718544,1.355118,1.721103
1271,0.059362,0.167869,0.088055,0.024836
1272,0.963365,2.23245,0.808977,0.397339
1277,824.869433,1983.387772,2992.111102,3638.527265
1278,1685.794312,2647.555664,3311.199707,2819.471436
1280,0,0,0,0
1281,1631.677979,2383.782959,2117.902344,2326.537598
1282,43.957306,422.109263,579.233554,520.691479
1284,58.073727,779.619141,693.306458,707.944763
1285,0.273915,0.090639,1.505665,1.449314
1286,0.874576,0.705477,9.730221,7.412376
1287,14.162758,22.984102,14.528968,8.206496
1288,0.934364,1.647377,1.782865,0.755287
1289,50.214056,181.878108,208.719326,270.170956
1290,126.451884,375.869987,348.897414,416.983523
1291,377.038086,781.200378,739.321777,712.155273
1292,503.296528,1549.033801,1001.199642,1060.780041
1293,59.071314,328.55503,121.017455,137.999039
1294,9.333488,23.976399,22.104758,31.003066
1295,42.038201,46.914137,100.640152,145.194839
1296,0.748911,1.348654,1.005149,0.698523
1297,0,0,0,0
1298,0.51338,3.472375,0.422087,0.1326
1299,0,0.565825,0.365322,0.038865
1300,0.087713,0.034115,0.220092,0.085515
1301,0,0,0,0.02546
1302,0.931181,0.860425,0.339969,0.848741
1303,93.929988,288.758182,123.370655,94.136957
1305,5.587266,8.799271,59.604239,35.635483
1306,15.600948,5.393275,65.907148,62.52335
1307,17.620638,43.575117,26.881455,89.464037
1308,0.136184,0.117304,0.146193,0.367722
1310,0,0,0.035534,0
1311,5.367237,3.520746,3.420598,5.072794
1312,88.849629,152.304763,161.20789,138.278697
1314,90.862807,134.531532,136.046798,132.258363
1315,174.12674,174.068423,161.80819,192.784211
1316,93.856769,91.56081,92.230715,97.023475
1317,43.599865,25.380592,51.266529,37.89016
1318,19.192989,15.315792,19.200662,14.26971
1325,0.199877,0.256468,0.109447,0.129436
1326,23.666862,15.118945,17.790401,31.348265
1327,606.652198,602.638313,540.430857,557.777778
1329,222.725647,222.490784,216.107849,190.224167
1330,0,0,0,0
1332,0,0,0,0
1333,0,0,0,0.606372
1336,0.577663,0.514073,0.522392,0.62583
1337,542.591003,628.708435,590.566223,563.546997
1338,0,0,0,0
1339,0,0,0,0
1340,527.665649,496.073639,393.943909,429.125671
1345,282.632382,218.752882,168.385587,216.524402
1346,138.428894,206.421692,232.020782,95.57373
1347,237.553666,166.19294,244.933863,281.493023
1348,0,0,0.027111,0.03552
1349,61.891209,58.480309,50.476334,54.753033
1350,345.634827,322.00415,272.840607,296.630432
1351,295.168579,454.665375,418.492218,451.365662
1352,5.652164,7.436594,9.402768,7.967171
1353,35.211446,20.038363,17.225772,21.375847
1355,16.217954,15.787284,12.57943,19.64876
1356,0.052414,0.017785,0,0.042862
1357,0,0,0,0
1358,0.316889,0.223854,0.226868,0.191488
1359,0.267849,0.091507,0.57329,0.071552
1360,0,0.05882,0,0
1361,0,0,0,0
1362,26.279896,39.223839,44.069202,38.906437
1363,82.249901,170.130234,33.110294,88.693642
1364,0.066264,1.495849,0.282223,0.40956
1365,0,0.062966,0,0
1366,0.465425,1.252011,0.293076,0.378169
1368,1.005735,0.001407,0.041205,0.567283
1369,0,0,0,0
1370,0,0,0,0
1371,13.227733,17.993237,18.988218,20.160785
1373,8.836135,8.713501,4.747868,9.858184
1374,13.831569,27.723141,25.854451,20.33263
1375,2.774655,0.994377,1.574407,0.139467
1376,7.63934,16.375243,15.754568,14.678196
1378,0,0,0,0
1379,0,0,0,0.13959
1380,0,0,0,0
1381,0,0,0,0
1382,16.080652,16.862469,2.436263,5.190288
1384,27.316623,47.918006,44.337171,37.765916
1385,15.644594,9.297401,11.188073,14.960049
1386,53.683327,27.861024,34.460213,41.198641
1387,9.533819,23.732122,18.513619,17.450025
1388,22.528515,71.213798,65.076785,68.275436
1389,77.600822,30.697771,37.375595,44.506027
1390,22.798243,19.492907,20.05511,17.026203
1392,0,0,0,0
1393,0,0,1.326108,0.53601
1394,0,0,0,0
1395,0,0,0,0
1396,8.475595,13.265526,5.687636,4.466958
1397,53.378727,107.042509,131.606292,99.676126
1398,56.496809,69.705036,91.024704,78.897815
1399,17.794162,39.775293,30.104109,24.604189
1400,0.139232,0.276961,0.152615,0.169865
1401,0,0,0,0
1404,0,0,0.206788,0.312985
1406,0,0,0,0
1407,9.227666,16.767304,7.832359,8.544984
1408,15.862546,19.196081,8.974859,9.517752
1409,0,0,0,0
1410,335.387181,575.204781,236.877497,238.792486
1411,0,0,0,0
1412,0,0,0,0
1413,0,0,0,0
1414,0,0,0,0
1415,0,0,0,0
1416,17.965409,16.372651,20.62126,32.523525
1417,0.078638,0.186886,0.314023,0.147933
1418,0,0,0,0
1419,0,0,0,0
1420,0,0,0,0
1421,0,0,0,0
1423,0,0,0,0
1424,0,0,0,0
1427,3.189077,2.603589,2.417581,2.517345
1428,6.13393,1.576111,2.483339,1.570724
1429,36.658327,34.832235,39.994089,65.219036
1431,59.500889,113.98037,103.743866,110.737343
1432,29.210948,44.917389,38.117185,38.816229
1434,63.983215,65.127338,55.03375,88.990369
1435,20.219302,44.923954,98.991133,42.968465
1436,1.17906,1.012351,0.5398,0.330584
1437,0.789509,0.945576,56.764191,26.338087
1438,0,0,0.057904,0
1439,0.741058,0.094861,1.515762,0.289154
1440,0,0,2.215835,0.333377
1441,0.057551,0,0,0
1442,0,0,0,0
1443,0,0,0,0
1444,0,0,0,0
1445,13.68514,42.787844,32.34153,30.263018
1446,0,0,0,0
1447,0,0,0,0
1448,0,0,0,0
1452,123.88203,109.517908,122.202892,105.575456
1453,32.314825,95.560187,62.100953,60.83213
1454,47.267319,91.696625,98.074715,81.319069
1455,33.516898,68.001685,74.039097,69.658291
1456,24.307532,13.698716,18.313185,19.831082
1457,22.838399,27.975778,27.397428,29.394105
1459,25.152242,35.231965,41.96018,34.581687
1460,193.797714,273.588576,241.089504,238.909674
1462,55.467725,70.894827,187.388935,259.585245
1463,0,0.047814,0,0.01994
1464,6.910783,44.637428,19.853348,14.026871
1465,178.501547,518.028952,354.855007,286.905536
1466,161.186351,202.029338,50.353739,88.133824
1467,0,0,0,0.066351
1468,1.663482,10.396411,8.894557,8.308015
1469,52.880436,3.536211,87.615494,35.216854
1470,11.295997,9.420512,20.582085,14.75717
1471,457.396862,691.858639,854.311148,513.400033
1472,3.636654,0.43597,4.8251,1.734802
1473,0,0,0,0
1474,3.601056,1.042237,1.593398,0.682129
1475,2.013667,0.215641,0.202778,0.298141
1476,534.708496,443.727844,508.80249,584.066772
1477,16.922286,16.981305,13.401902,21.226205
1478,7.349097,11.250595,12.159589,10.072667
1479,30.790838,25.452061,27.121385,32.458131
1482,0,0,0,0
1485,0.030814,0,0,0
1486,21.111729,8.069634,10.643523,15.132474
1487,48.528496,99.844198,61.844854,81.62189
1488,22.424832,44.197991,27.658826,34.690632
1489,8.838857,12.541405,10.84317,8.575904
1490,78.9011,547.984802,705.856262,753.219299
1491,4.113819,2.496444,3.419582,3.15171
1493,0,0,0,0.032383
1495,198.632232,279.195113,298.819925,336.225706
1496,0,0,0,0
1497,12.385937,20.513015,18.633489,18.91781
1498,0.014985,0.026272,0,0.065359
1499,139.391861,169.283607,241.908927,225.826585
1500,49.351574,87.23123,74.727489,74.937365
1501,0,0,0,0.021681
1503,17.815867,43.858229,35.756481,40.260606
1504,0,0,0.390173,0
1506,0.923062,0.707834,0.065639,0.386643
1508,265.734682,508.345366,497.06293,520.034276
1509,446.362915,1131.086182,1200.057861,887.717468
1510,0,0,0,0
1511,0,0,0,0
1512,7.739202,7.645944,4.492251,6.841929
1513,2806.356689,340.517548,363.165558,204.604004
1514,480.523186,229.32615,486.69332,368.887071
1515,0.106592,0.39571,0.069478,0.515757
1517,0,0,0,0
1518,0,0,0,0
1519,114.316338,28.225437,38.021412,48.901672
1520,19.914869,1.756393,9.565995,5.464035
1521,0,0,0.176741,0
1522,161.168488,342.962769,379.967621,268.726471
1523,37.762091,53.376159,48.451029,69.866602
1524,0.066631,0.076853,0,0.2036
1525,0.096943,0.273164,0.327514,0.240611
1527,0,0,0,0
1528,55.333376,17.67283,19.505404,17.167189
1531,0,0,0,0
1532,0,0,0,0
1534,9.32302,15.716676,20.066485,11.239876
1535,82.319592,300.323069,225.609921,263.921775
1536,0.017112,0,0.095891,0.663289
1537,40.340266,112.346657,95.835824,88.651996
1538,0,0,0,0
1539,0,0,0,0
1540,47.670284,26.198867,34.913257,25.659631
1543,0,1.7619,1.591327,0.271827
1544,0.04287,0,0,0
1545,10.396222,73.909508,70.770203,107.194572
1548,0,0,0,0
1549,0,0,0,0
1550,0,0,0,0
1551,3.895393,0,0.237559,0.774368
1553,0,0,0,0
1555,0,0,0,0
1556,1.21159,1.382439,0.77882,0.338564
1557,0,0,0,0
1558,0,0,0.252953,0
1559,0,0,0,0.049722
1562,0,0.069799,0,0
1564,0.566457,0.430175,0.297038,0.573893
1565,0.36079,0.418118,0.213975,0.637836
1568,0.353706,0.178613,0,0.136169
1571,5.424634,3.255479,2.098274,2.327368
1572,0,0,0,0
1573,0,0.109339,0,0.062119
1576,0,0,0,0
1577,0,0.024253,0,0.036313
1579,0,0,0,0
1580,0,0,0,0
1581,0,0.028021,0,0.022185
1582,0,0,0,0
1583,0.43696,0.080784,0,0
1584,0,0,0,0
1585,0,0,0,0
1586,0,0,0,0
1587,0,0,0,0
1588,0.00784,0.04128,0.062389,0.030057
1589,0.180208,0.090775,0,0.080077
1590,0.834655,0.488204,0,0.582161
1591,0,0,0,0
1592,0.050519,0.107729,0.033601,0
1593,18.826577,6.176848,8.997518,4.997211
1594,0.243542,0.422653,0.931693,0.999355
1595,158.796364,66.769417,231.329277,231.956192
1596,0,0,0,0
1600,0.01112,0.0007,0.01394,0.037841
1601,382.663849,251.680241,245.108584,247.364899
1602,0.013683,0.014926,0.074355,0.023636
1603,422.878235,394.200958,422.613464,462.176971
1604,46.586907,31.285754,51.750631,47.751463
1605,21.705557,107.679708,82.264129,80.674798
1606,26.092419,66.333334,28.72948,40.734614
1607,0.061504,0.028056,0,0.00885
1608,0.708312,0.634242,3.47704,1.778645
1609,4.420141,10.774868,8.221225,7.678883
1610,0,0,0,0
1611,90.731963,200.630912,238.351875,177.411651
1612,20.788024,3.093185,7.223039,19.925444
1613,24.506048,93.379894,64.664497,64.039788
1615,61.192722,42.35615,43.278397,58.531642
1616,34.552078,76.780092,56.17596,59.061728
1617,0,0,0,0
1618,0.085924,0,0.048604,0
1620,0.045688,0.066076,0.187953,0.065268
1621,0,0.312622,0,0.527571
1622,399.75513,246.518984,498.884293,586.427011
1624,0,0,0,0
1627,39.005823,155.061066,108.74816,106.652385
1628,12.860629,17.6303,8.35863,7.937934
1629,11.815019,5.355665,6.857447,8.544708
1630,0.007245,0.004813,0,0
1632,20.330905,30.632417,36.099282,31.552452
1633,21.426052,18.908064,15.6596,26.462881
1634,4278.852571,1077.210415,908.296399,547.72686
1635,105.56065,92.933983,118.912763,107.266564
1636,0.695135,1.123162,0.513414,0.275032
1638,0.026534,0,0.058959,0.037738
1639,80.617842,189.609815,143.265881,149.684605
1641,0,0,0,0
1642,99.109627,170.64328,165.275345,152.941208
1643,66.490827,71.598082,47.892294,60.919398
1644,0,0,0,0
1645,13.119611,59.267688,161.431205,51.241008
1646,4.572296,56.091865,36.903488,13.598564
1647,116.006246,105.385148,209.717288,157.826611
1648,0,0,0,0.348785
1649,354.018462,187.223856,209.493346,166.441373
1650,147.551529,267.476288,277.662109,258.955383
1652,85.142937,76.762314,98.495039,85.874611
1653,112.788399,103.134361,90.73085,110.313065
1654,168.780459,201.438351,134.220828,139.871708
1655,539.606863,350.877495,372.27708,412.410322
1656,75.365524,56.427846,62.163049,64.849231
1657,18.382111,10.388514,11.61618,13.993969
1659,16.82767,36.8248,27.890818,28.939474
1660,74.714174,90.860077,84.549942,101.953852
1661,0,0,0,0
1662,14.450455,15.678427,16.428326,20.699242
1663,1.256665,3.163552,1.894105,5.094015
